0,323,0,0,0,0,0,0,0,1,0,0,0,0,103,1,0,562,0,744,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,202,1,0,0,0,0,0,0,0,0,0,0,0,156,0,0,562,0,200,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,404,1,0,0,0,0,0,0,0,1,0,0,0,27,0,0,812,0,522,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,404,0,0,1,0,0,0,0,0,0,0,1,0,175,1,0,624,0,389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,404,1,0,0,0,0,0,1,0,1,0,0,0,246,0,0,687,0,300,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,133,0,0,562,0,677,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,505,1,0,0,0,0,0,0,1,1,0,0,0,115,0,0,562,0,266,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,202,1,0,0,1,0,1,0,0,1,0,0,0,56,0,0,812,0,444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,404,1,0,0,0,0,0,0,0,0,0,0,0,126,0,0,562,0,300,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,505,1,0,0,0,0,0,0,0,0,0,0,0,93,0,0,812,0,255,0,0,0,365,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,252,1,0,1,0,0,0,0,0,0,1,0,0,193,0,0,250,0,255,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,454,1,0,0,0,0,0,0,0,1,0,0,0,116,0,0,812,0,466,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,1,0,1,0,1,0,0,0,0,0,0,0,31,0,0,812,0,555,0,0,0,0,0,0,0,0,0,68,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,323,1,0,0,0,0,0,0,0,1,0,0,0,110,0,0,937,0,488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,454,1,0,0,0,0,0,0,0,1,0,0,0,128,0,0,687,0,266,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,373,1,0,1,0,0,0,0,0,0,0,0,0,144,0,0,562,0,244,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,404,0,0,0,0,0,0,0,0,1,0,0,0,190,1,0,562,0,422,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
