V1,V2,class
-0.3222487168004651,-0.04659158993179298,1
0.14643145931070356,0.5092378817386068,0
0.15419250075989835,0.5428003737815301,0
-0.05104894517385733,0.41807214220542654,0
0.1133069545650053,0.618121855284425,0
-0.30586850344072947,-0.16341148891301777,1
-0.43506964582977387,0.07675846552145657,1
-0.45874737281703404,0.12321586546778299,1
-0.4627643706966387,0.07172519903098616,1
0.0248457388873468,0.5400349512454555,0
0.08772008525049851,0.5213166902439791,0
0.09774613615651537,0.39120397591168604,0
-0.4925491300746675,-0.16984628572019878,1
-0.4296022237170158,0.06089633264557817,1
-0.5194343637680134,0.08192433684401718,1
-0.3695289812821944,-0.012096941391275914,1
-0.41883859919180355,0.05721802511012231,1
-0.3966736965146333,0.006339052386770811,1
0.1682826327999685,0.5259767795985705,0
-0.5315283766934528,-0.022323789696910068,1
0.08719607424016737,0.20724918669109085,0
-0.4591223180643853,0.09096276466944248,1
-0.44563329311947664,0.024655141130842738,1
-0.45725468188023893,0.0781007079914193,1
0.13465726940524633,0.4009827360516831,0
0.06871125810613501,0.35631898647465493,0
-0.3904956696476342,-0.14211680272483213,1
0.1644523681826826,0.44621733887049625,0
0.10941249846867289,0.5172913580899478,0
-0.21783897102842797,0.009821033571747382,1
-0.37974711559645175,0.08238610090428672,1
-0.5738536266996241,-0.0878335904758098,1
-0.36166430984670456,-0.10002481554790982,1
-0.3677325503054242,0.15066845308624943,1
0.12334511994719845,0.49133125610723316,0
-0.26439887158755115,0.0039519226579253185,1
0.10761923441247766,0.4325344272658911,0
-0.29995147430535596,0.17055026554667052,1
-0.08431875918270554,0.5725068179210323,0
0.12869276170808897,0.356206934371831,0
-0.02262203773114868,0.5635814390164053,0
-0.40638395312402353,0.16271599866018663,1
0.08026058625497134,0.3735461228905108,0
0.11538832714519924,0.40624401417180855,0
0.07127461508746956,0.4988334219773554,0
0.14188689338691857,0.5946816635930552,0
-0.4687683487143578,0.12874428450481318,1
0.23226729722380632,0.3868933522703836,0
-0.45175949068833227,0.005724769532365646,1
-0.5458529568101341,0.05176693909005023,1
-0.17229972358105206,0.23611073441651365,0
-0.5195408723601549,0.02251602882588582,1
-0.43560564136081503,0.06153071692481945,1
0.13980109402495053,0.5633332880409885,0
-0.28838058692572294,0.12725842490975758,1
-0.26272733508781243,-0.052359624413472985,1
-0.27580615022027666,-0.18625813563967056,1
0.06713937301656686,0.5122276609033451,0
-0.456634043146104,0.04362274749930849,1
-0.4979508550995094,0.02170191520341794,1
-0.3453335715993809,-0.04506543797292732,1
0.12760055342779297,0.4119572098241197,0
0.09578162583518537,0.21909221675793275,0
-0.4847683485856218,0.026209725301463226,1
-0.3664892214562063,0.0401832558204816,1
0.027649324448105972,0.19373999330377203,0
0.199779635816891,0.4753063455508621,0
-0.4116963326463515,0.23772625915250978,1
0.17760885677922789,0.7569218030953968,0
-0.415681659822657,-0.1259469792042982,1
-0.5531356616075496,0.17244665937812326,1
0.25426455275256155,0.4947006986938125,0
-0.2994572515354713,0.0921347006747126,1
-0.593186502091498,-0.09623180643552698,1
0.19717939994576092,0.47441610955968566,0
0.06528010463821945,0.4139897327249865,0
-0.4826843506846558,-0.1243943227549375,1
-0.5109135333625079,0.18996665848189534,1
-0.385814248267888,0.06723521668832633,1
0.22021259734121804,0.46509735170201555,0
0.15809089722252762,0.3392077161475986,0
-0.019279752160215755,0.49768090424217143,0
-0.4704819834112864,0.07050945672985934,1
-0.3313252061396735,0.059671640033145235,1
-0.41443841065163123,0.11761800175557091,1
-0.10524390946789675,0.3916615536703725,0
-0.3353172340078422,-0.10544192597922847,1
-0.013798735810516993,0.5404601493165534,0
0.1338708625177054,0.5659404168924114,0
-0.4878012928616888,0.3551816591208042,1
-0.2695562375901466,0.045640486550399206,1
-0.4681106375758854,-0.06268198517350017,1
-0.4242935941551642,0.04141855832052822,1
-0.1446441604345764,0.3767263893851245,0
-0.29087196501338775,0.17280648567662177,1
0.14718920150542492,0.36380386542776144,0
-0.3943125634524003,0.08010402926588278,1
-0.5047301508001744,-0.007595585097437296,1
-0.05901075724686208,0.3005001592150988,0
-0.32818490491156554,0.2034851680577554,1
-0.44277230076097635,0.21028699517593794,1
-0.09983579110674376,0.5498218790187346,0
0.21794313700892254,0.3352886025034807,0
-0.012082764268612267,0.4033432925552243,0
-0.3271117407839369,0.030847879725623018,1
0.01080713240220367,0.3103778554357765,0
0.25147410669307235,0.5490968876099425,0
-0.2319001788925831,0.14299452949012537,1
-0.4782453099230737,0.036255360939895134,1
-0.423384209396975,-0.17026984789153615,1
-0.351336632952827,0.05965052288656704,1
-0.48423087703337253,-0.04708224748072902,1
-0.4516877509760117,-0.016432721104760607,1
-0.3853699499885111,0.10071059719328301,1
0.07654724922553961,0.46640850602080597,0
0.1194663680120985,0.412073639935016,0
-0.45069378552418654,-0.04474152855475429,1
-0.5035086370047916,0.029731006580901043,1
0.13497372588112747,0.30966429045425864,0
-0.4776976592687271,0.08752819706032941,1
0.0747216984971169,0.4289106275976941,0
0.12589544217177645,0.41710643386822055,0
-0.3807125531948924,-0.0758414976380991,1
0.1373148432633613,0.38067994456783705,0
-0.43039934583594996,-0.0917125615424116,1
-0.11058098872881741,0.41155862326950526,0
0.16119614651085795,0.36474129069886674,0
0.14651411447170154,0.4007074544047758,0
0.10698998907368303,0.5163011408890125,0
-0.4288048097808915,-0.014044740730638751,1
-0.508540497804119,-0.1381451277692088,1
-0.5365952942252044,0.1096477176885606,1
0.17117914401292544,0.322692021307864,0
0.01960328809958789,0.3244842535739866,0
-0.4497292762641794,0.009010678330398491,1
-0.3970196733855713,0.14816635030103323,1
0.1938291021313731,0.5246920785716721,0
-0.06431165083974866,0.4560906442694979,0
0.04903170065170365,0.4407480535370261,0
-0.39459558625148083,0.15679398527568936,1
0.10619890022942215,0.3790653230929277,0
0.17069171984429676,0.2712014001549717,0
-0.05594007939075052,0.45571759210767326,0
0.08865876266368652,0.5080277750088256,0
0.15237671470619657,0.5026083832678843,0
0.06452763024179531,0.6295309183380324,0
0.14628362801785966,0.4400221677481356,0
0.03952087420047338,0.43015239684979173,0
-0.26045689628235813,0.06513900636506412,1
0.10978871526257353,0.48795416024599214,0
-0.25527194786943574,0.08677579138156334,1
0.20182148358229052,0.41849647124262984,0
-0.48380660269432113,-0.05995900764398812,1
-0.2843975482148311,-0.006954975482893883,1
-0.33648907212113827,0.08222778803710368,1
-0.5298210268005952,-0.011754370734313228,1
0.2874036642219236,0.44631177434748603,0
0.1594547268104339,0.4140990007758965,0
-0.3980323519510285,0.07071685027656313,1
-0.4665421539866656,-0.016066100169395747,1
0.17014098165844513,0.5980978372838295,0
0.0592899593290859,0.5994435239698562,0
0.13872937095061724,0.3154062664589688,0
-0.43403805893836866,-0.05343300731585521,1
0.22525036392398384,0.40171264018959646,0
