Row,kDN,DS,DCP,TD_P,TD_U,CL,CLD,MV,CB,N1,N2,LSC,LSR,Harmfulness,Usefulness
1,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.396010111601042,0.396140589486031,0,0,0,0.370452881097298,-0.127695483121213,-0.382057626887145,0,-0.0854023194188774
2,0,0.993124427115373,0,0.997502870195318,0.997502870195318,0.5780925943595,0.57821151058529,0,0,0,0.0863696177060171,0.746902499753007,1.16367324759855,0,-0.68222419866468
3,0,0.993124427115373,0,0.997502870195318,0.997502870195318,0.5780925943595,0.57821151058529,0,0,0,-0.355900485324816,0.746902499753007,1.47894267686665,0,-1.10350668423859
4,0,0.993124427115373,0,0.997502870195318,0.997502870195318,-1.9525453016055,-1.95254534660202,0,0,0,-1.30112488572118,-1.65755446832563,-1.00569363127662,0,0.47061131271268
5,0,0.993124427115373,0,0.997502870195318,0.997502870195318,0.5780925943595,0.57821151058529,0,0,0,-1.28920221468472,0.746902499753007,1.7724047050961,0,-1.74813495423011
6,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.575777986527824,0.575606362270674,0,0,0,-0.978925730571879,-0.550387085317133,0.435013130073569,0,-2.08703503249661
7,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.544916548772154,0.544923504342977,0,0,0,-0.660164395513489,0.220407800751462,-0.54971902776684,0,0.58045775502232
8,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.518684326679833,0.518293099349127,0,0,0,0.270662870534678,-0.923707240018819,-0.752921672200776,0,0.259122791713621
9,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.574234914640041,0.573869596727596,0,0,0,0.114893089692957,0.417821471119608,-0.304372744659611,0,0.58045775502232
10,0,0.993124427115373,0,0.997502870195318,0.997502870195318,0.576549522471716,0.576185284118366,0,0,0,0.285504838161972,0.632573697981847,0.536436294972724,0,-0.523749346034049
11,0,0.993124427115373,0,0.997502870195318,0.997502870195318,0.5780925943595,0.57821151058529,0,0,0,0.221733027012824,0.746902499753007,0.840100401437537,0,-0.223400927894451
12,0,0.993124427115373,0,0.997502870195318,0.997502870195318,0.551088836323288,0.551002183743747,0,0,0,-1.05668499940474,0.632573697981847,-0.12171250141627,0,1.04802359196275
13,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.5780925943595,0.57821151058529,0,0,0,0.187499667953268,0.746902499753007,1.81044961332396,0,-2.09930653335435
14,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.554946516042747,0.555054636677593,0,0,0,0.453395898030909,0.522941864686405,-0.461237643288737,0,0.636422116669222
15,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.5780925943595,0.57821151058529,0,0,0,1.366730407384,0.317034022136181,0.0288724513017509,0,-0.178031738723009
16,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.537201189333236,0.536818598475283,0,0,0,1.35812238238027,0.522941864686405,-0.31287875863297,0,0.58045775502232
17,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.538744261221019,0.538844824942207,0,0,0,1.78127166118198,0.522941864686405,-0.510960466752733,0,0.636422116669222
18,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.561890339537773,0.561712237926056,0,0,0,-0.890580977421697,0.746902499753007,-0.262164223911302,0,0.58045775502232
19,0,0.993124427115373,0,0.997502870195318,0.997502870195318,0.5780925943595,0.57821151058529,0,0,0,-0.249748112275553,0.746902499753007,1.44803424111478,0,-1.03872694643365
20,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.5780925943595,0.57821151058529,0,0,0,1.14686877582606,0.746902499753007,0.942211365673569,0,-0.86739659139028
21,0,0.993124427115373,0,0.997502870195318,0.997502870195318,-1.9525453016055,-1.95254534660202,0,0,0,-1.53669880678661,-1.90500909634045,-1.14580313739797,0,0.157409472334795
22,0,-0.985988789532491,0,-1.00150087769109,-1.00150087769109,0.56497648331334,0.564896308088365,0,0,0,-0.272491000048599,0.127777621568604,-0.487177474447268,0,0.416720318489607
