77,21,11,20,441,3040,0,29,104,88343,1,4907,73,1,4,4,27,92,243,198,41,0
5,1,1,1,22,81,0,4,19,348,0,19,5,0,0,1,6,7,12,10,1,0
63,47,5,1,450,2668,0,52,51,139356,0,7742,62,0,1,1,24,37,289,161,84,0
22,4,1,2,103,555,0,20,26,11613,0,645,21,11,1,9,20,22,57,46,7,0
8,1,1,1,25,97,0,5,17,558,0,31,8,0,0,2,8,7,15,10,1,0
29,6,5,2,159,873,0,24,36,20956,0,1164,29,6,0,9,18,27,87,72,11,0
3,1,1,1,7,19,0,2,9,39,0,2,3,1,0,1,4,3,4,3,1,0
33,6,3,3,257,1505,0,34,43,51695,0,2871,33,10,0,9,21,37,136,121,11,0
16,1,1,1,91,422,0,35,11,15025,0,834,13,0,3,0,16,9,51,40,5,0
10,3,1,1,35,148,0,16,9,2416,0,134,10,0,0,3,13,6,20,15,5,0
602,136,123,123,2785,25942,0,105,246,2730637,8,151702,600,40,2,225,99,538,1641,1144,236,0
22,3,1,3,74,370,0,8,45,3004,0,166,22,0,0,15,11,21,43,31,5,0
24,6,6,4,84,416,0,13,31,5483,0,304,23,0,1,2,14,17,52,32,11,0
91,34,17,30,548,3829,0,21,179,81861,1,4547,90,1,1,5,19,108,305,243,67,0
46,9,1,2,161,908,0,25,34,23608,0,1311,45,7,1,21,23,27,100,61,10,0
3,1,1,1,5,11,0,1,7,17,0,0,3,0,0,0,3,2,3,2,1,0
15,7,7,1,79,371,0,17,21,6498,0,361,13,7,2,28,13,13,44,35,13,0
23,7,7,4,71,344,0,11,29,4063,0,225,23,12,0,5,13,16,42,29,13,0
33,4,1,4,158,882,0,28,30,25572,0,1420,31,12,2,24,23,25,95,63,7,0
42,7,1,7,156,880,0,24,35,21677,0,1204,42,7,0,14,21,29,88,68,9,0
27,9,9,5,98,494,0,12,39,6265,0,348,27,3,0,11,13,20,59,39,17,0
123,27,8,27,388,2707,0,42,63,115969,0,6442,122,6,1,30,46,80,239,149,36,0
27,6,4,2,146,760,0,46,16,35696,0,1983,22,0,5,1,22,15,82,64,11,0
10,2,1,1,68,311,0,6,45,2118,0,117,10,9,0,2,7,17,35,33,3,0
52,4,1,1,224,1312,0,19,66,25890,0,1438,41,29,11,24,19,39,143,81,7,0
5,2,1,2,24,101,0,9,10,961,0,53,5,0,0,2,12,7,13,11,3,0
54,11,1,7,214,1284,0,27,46,35438,0,1968,54,7,0,17,24,40,122,92,15,0
19,2,1,2,71,351,0,12,27,4451,0,247,18,25,1,9,15,16,44,27,3,0
5,1,1,1,25,100,0,7,14,707,0,39,5,0,0,1,9,7,14,11,1,0
19,6,3,2,87,408,0,23,17,9541,0,530,19,0,0,4,14,12,47,40,11,0
0,1,1,1,5,11,0,2,5,23,0,1,0,0,0,0,4,1,4,1,1,0
10,2,1,2,29,120,0,6,18,786,0,43,10,0,0,0,9,9,16,13,3,0
20,7,1,1,134,687,0,39,17,27034,0,1501,20,20,0,5,20,15,75,59,11,0
13,3,1,3,45,200,0,10,19,2107,0,117,13,1,0,1,11,11,24,21,5,0
13,7,6,5,74,339,0,43,7,14758,0,819,13,0,0,2,18,6,45,29,13,0
3,1,1,1,7,19,0,2,9,39,0,2,2,0,1,1,4,3,4,3,1,0
28,7,5,7,125,694,0,15,43,11016,0,612,28,7,0,8,17,30,69,56,13,0
10,4,1,2,51,230,0,14,16,3299,0,183,10,0,0,2,13,10,29,22,7,0
29,8,6,6,141,765,0,26,28,20624,0,1145,29,0,0,1,20,23,79,62,15,0
45,5,1,3,128,736,0,14,50,10796,0,599,36,0,9,1,19,35,74,54,13,0
5,1,1,1,14,50,0,3,16,150,0,8,5,0,0,2,6,6,8,6,1,0
6,1,1,1,16,55,0,5,10,290,0,16,5,1,1,2,7,4,10,6,1,0
6,3,1,1,21,75,0,4,15,368,0,20,6,0,0,0,7,5,14,7,5,0
31,7,5,4,125,665,0,30,21,20219,0,1123,27,21,4,19,21,19,70,55,13,0
