instances,instance_hardness
1,0.050000000000000044
2,0.12
3,0.010000000000000009
4,0.21999999999999997
5,0.18000000000000005
6,0.12
7,0.19999999999999996
8,0.19999999999999996
9,0.24
10,0.040000000000000036
11,0.050000000000000044
12,0.0
13,0.18999999999999995
14,0.36
15,0.42000000000000004
16,0.09999999999999998
17,0.06999999999999995
18,0.0
19,0.0
20,0.010000000000000009
21,0.96
22,0.62
23,0.31999999999999995
24,0.06999999999999995
25,0.010000000000000009
26,0.78
27,0.030000000000000027
28,0.6599999999999999
29,0.21999999999999997
30,0.24
31,0.16000000000000003
32,0.47
33,0.10999999999999999
34,0.010000000000000009
35,0.15000000000000002
36,0.52
37,0.030000000000000027
38,0.17000000000000004
39,0.010000000000000009
40,0.030000000000000027
41,0.06000000000000005
42,0.87
43,0.0
44,0.20999999999999996
45,0.030000000000000027
46,0.06999999999999995
47,0.12
48,0.30000000000000004
49,0.31999999999999995
50,0.0
51,0.29000000000000004
52,0.040000000000000036
53,0.040000000000000036
54,0.020000000000000018
55,0.050000000000000044
56,0.35
57,0.050000000000000044
58,0.39
59,0.15000000000000002
60,0.010000000000000009
61,0.18999999999999995
62,0.79
63,0.64
64,0.65
65,0.78
66,0.71
67,0.14
68,0.0
69,0.79
70,0.43999999999999995
71,0.35
72,0.050000000000000044
73,0.09999999999999998
74,0.050000000000000044
75,0.22999999999999998
76,0.10999999999999999
77,0.0
78,0.45999999999999996
79,0.06999999999999995
80,0.31000000000000005
81,0.040000000000000036
82,0.14
83,0.020000000000000018
84,0.10999999999999999
85,0.0
86,0.010000000000000009
87,0.27
88,0.0
89,0.45999999999999996
90,0.43999999999999995
91,0.16000000000000003
92,0.52
93,0.08999999999999997
94,0.020000000000000018
95,0.040000000000000036
96,0.040000000000000036
97,0.29000000000000004
98,0.78
99,0.13
100,0.6699999999999999
101,0.14
102,0.0
103,0.010000000000000009
104,0.5700000000000001
105,0.12
106,0.10999999999999999
107,0.63
108,0.030000000000000027
109,0.0
110,0.010000000000000009
111,0.16000000000000003
112,0.37
113,0.0
114,0.050000000000000044
115,0.44999999999999996
116,0.010000000000000009
117,0.0
118,0.6799999999999999
119,0.17000000000000004
120,0.85
121,0.29000000000000004
122,0.61
123,0.39
124,0.17000000000000004
125,0.010000000000000009
126,0.24
127,0.13
128,0.19999999999999996
129,0.48
130,0.18999999999999995
131,0.020000000000000018
132,0.0
133,0.8
134,0.76
135,0.88
136,0.78
137,0.17000000000000004
138,0.13
139,0.26
140,0.28
141,0.42000000000000004
142,0.29000000000000004
143,0.31000000000000005
144,0.39
145,0.0
146,0.4
147,0.5800000000000001
148,0.040000000000000036
149,0.4
150,0.43000000000000005
151,0.86
152,0.0
153,0.040000000000000036
154,0.050000000000000044
155,0.54
156,0.13
157,0.74
158,0.07999999999999996
159,0.0
160,0.07999999999999996
161,0.27
162,0.22999999999999998
163,0.06999999999999995
164,0.0
165,0.09999999999999998
166,0.06000000000000005
167,0.010000000000000009
168,0.010000000000000009
169,0.76
170,0.16000000000000003
171,0.020000000000000018
172,0.5
173,0.77
174,0.18999999999999995
175,0.29000000000000004
176,0.030000000000000027
177,0.10999999999999999
178,0.55
179,0.5700000000000001
180,0.0
181,0.16000000000000003
182,0.35
183,0.5
184,0.06999999999999995
185,0.0
186,0.12
187,0.15000000000000002
188,0.030000000000000027
189,0.21999999999999997
190,0.18000000000000005
191,0.21999999999999997
192,0.07999999999999996
193,0.10999999999999999
194,0.020000000000000018
195,0.71
196,0.07999999999999996
197,0.5
198,0.49
199,0.030000000000000027
200,0.020000000000000018
201,0.030000000000000027
202,0.020000000000000018
203,0.10999999999999999
204,0.38
205,0.010000000000000009
206,0.21999999999999997
207,0.32999999999999996
208,0.06000000000000005
209,0.18000000000000005
210,0.15000000000000002
211,0.10999999999999999
212,0.07999999999999996
213,0.5
214,0.79
215,0.26
216,0.71
217,0.43000000000000005
218,0.78
219,0.12
220,0.64
221,0.0
222,0.020000000000000018
