instances,instance_hardness
1,0.040000000000000036
2,0.6799999999999999
3,0.74
4,0.35
5,0.87
6,0.78
7,0.8
8,0.83
9,0.69
10,0.16000000000000003
11,0.26
12,0.15000000000000002
13,0.69
14,0.18000000000000005
15,0.27
16,0.24
17,0.21999999999999997
18,0.27
19,0.79
20,0.10999999999999999
21,0.75
22,0.22999999999999998
23,0.84
24,0.6599999999999999
25,0.54
26,0.10999999999999999
27,0.21999999999999997
28,0.6799999999999999
29,0.10999999999999999
30,0.10999999999999999
31,0.79
32,0.28
33,0.27
34,0.17000000000000004
35,0.73
36,0.10999999999999999
37,0.19999999999999996
38,0.22999999999999998
39,0.14
40,0.79
41,0.16000000000000003
42,0.18000000000000005
43,0.84
44,0.35
45,0.89
46,0.16000000000000003
47,0.18000000000000005
48,0.33999999999999997
49,0.5700000000000001
50,0.18999999999999995
51,0.94
52,0.8
53,0.26
54,0.15000000000000002
55,0.18000000000000005
56,0.10999999999999999
57,0.86
58,0.75
59,0.13
60,0.18000000000000005
61,0.31999999999999995
62,0.12
63,0.24
64,0.15000000000000002
65,0.22999999999999998
66,0.050000000000000044
67,0.83
68,0.72
69,0.81
70,0.010000000000000009
71,0.25
72,0.21999999999999997
73,0.21999999999999997
74,0.15000000000000002
75,0.14
76,0.10999999999999999
77,0.13
78,0.6
79,0.71
80,0.83
81,0.61
82,0.010000000000000009
83,0.10999999999999999
84,0.89
85,0.7
86,0.25
87,0.74
88,0.5
89,0.13
90,0.15000000000000002
91,0.74
92,0.21999999999999997
93,0.19999999999999996
94,0.20999999999999996
95,0.27
96,0.87
97,0.21999999999999997
98,0.64
99,0.14
100,0.25
101,0.27
102,0.09999999999999998
103,0.14
104,0.87
105,0.20999999999999996
106,0.19999999999999996
107,0.09999999999999998
108,0.27
109,0.06999999999999995
110,0.10999999999999999
111,0.8
112,0.29000000000000004
113,0.87
114,0.29000000000000004
115,0.15000000000000002
116,0.17000000000000004
117,0.15000000000000002
118,0.17000000000000004
119,0.75
120,0.73
121,0.13
122,0.83
123,0.6699999999999999
124,0.21999999999999997
125,0.28
126,0.8
127,0.27
128,0.17000000000000004
129,0.18999999999999995
130,0.14
131,0.76
132,0.17000000000000004
133,0.19999999999999996
134,0.17000000000000004
135,0.86
136,0.13
137,0.9
138,0.31000000000000005
139,0.09999999999999998
140,0.13
141,0.040000000000000036
142,0.8200000000000001
143,0.89
144,0.89
145,0.27
146,0.6699999999999999
147,0.25
148,0.06999999999999995
149,0.06000000000000005
150,0.74
151,0.17000000000000004
152,0.12
