Row,kDN,DS,DCP,TD_P,TD_U,CL,CLD,MV,CB,N1,N2,LSC,LSR,Harmfulness,Usefulness
1,0,0.950592885375494,1,2,2,0.999999998408417,0.999999996816835,0.0544747081712063,-0.014,0,0.991357790772509,0.997938144329897,0.223114460706711,0,456
2,0,0.950592885375494,1,2,2,0.999999868656106,0.999999737312212,0.0544747081712063,-0.014,0,0.975594427555546,0.874226804123711,0.177812159061432,0,449
3,0,0.950592885375494,1,2,2,0.999999988460202,0.999999976920403,0.0544747081712063,-0.014,0,0.995244376577237,0.993814432989691,0.202950611710548,0,459
4,0,1,1,2,2,0.999999975607859,0.999999951215718,0,0.014,0,0.970978901187183,0.871345029239766,0.198430314660072,0,417
5,0,0.950592885375494,1,2,2,0.999999990370579,0.999999980741158,0.0544747081712063,-0.014,0,0.912938029599065,0.742268041237113,0.204653933644295,0,348
6,0,1,1,2,2,0.99999999999994,0.99999999999988,0,0.014,0,0.954549666112475,1,0.346968084573746,0,379
7,0,1,1,2,2,0.999999980261731,0.999999960523463,0,0.014,0,0.982321014643392,0.998050682261209,0.204789996147156,0,485
8,0,0.950592885375494,1,2,2,0.999999272888631,0.999998545777262,0.0544747081712063,-0.014,0,0.938983015488172,0.917525773195876,0.180447742342949,0,460
9,0,0.950592885375494,1,2,2,0.999999999925417,0.999999999850834,0.0544747081712063,-0.014,0,0.916542390396811,0.923711340206186,0.255146324634552,0,346
10,0,0.950592885375494,1,2,2,0.999999999999519,0.999999999999037,0.0544747081712063,-0.014,0,0.979137523216177,1,0.307630240917206,0,409
11,0,1,1,2,2,0.999998840490341,0.999997680980682,0,0.014,0,0.986701186550684,0.923976608187134,0.15745222568512,0,497
12,0,0.950592885375494,1,2,2,0.999999999999054,0.999999999998108,0.0544747081712063,-0.014,0,0.983306325133246,1,0.300178915262222,0,415
13,0,0.950592885375494,1,2,2,0.999999997201112,0.999999994402224,0.0544747081712063,-0.014,0,0.972449188484135,0.989690721649485,0.21643690764904,0,450
14,0,1,1,2,2,0.999999999996405,0.99999999999281,0,0.014,0,0.970829423735425,1,0.30268207192421,0,428
15,0,1,1,2,2,0.999999925715456,0.999999851430913,0,0.014,0,0.978018061706009,0.990253411306043,0.189928859472275,0,491
16,0,1,1,2,2,0.999999999477031,0.999999998954062,0,0.014,0,0.992580523111834,0.992202729044834,0.242448359727859,0,449
17,0,0.950592885375494,1,2,2,0.999999999999988,0.999999999999977,0.0544747081712063,-0.014,0,0.944613980766378,1,0.344065427780151,0,378
18,0,1,1,2,2,0.999993265130045,0.999986530260089,0,0.014,0,0.945654939150334,0.793372319688109,0.137288480997086,0,498
19,0,1,1,2,2,0.99999999518707,0.99999999037414,0,0.014,0,0.995150470869654,0.998050682261209,0.219201803207397,0,479
20,0,1,1,2,2,0.999999989202948,0.999999978405896,0,0.014,0,0.996858575071955,1,0.210866764187813,0,481
21,0,0.950592885375494,1,2,2,0.999961812956813,0.999923625913627,0.0544747081712063,-0.014,0,0.969870014081816,0.544329896907216,0.117592163383961,0,465
22,0,0.950592885375494,1,2,2,0.999999220749719,0.999998441499438,0.0544747081712063,-0.014,0,0.956434927154867,0.876288659793814,0.158860459923744,0,463
23,0,0.950592885375494,1,2,2,0.999999999999793,0.999999999999587,0.0544747081712063,-0.014,0,0.979842051270034,1,0.315599620342255,0,402
24,0,0.950592885375494,1,2,2,0.999999999999512,0.999999999999023,0.0544747081712063,-0.014,0,0.98915068969095,1,0.30753281712532,0,409
25,0,1,1,2,2,0.999998591641874,0.999997183283748,0,0.014,0,0.924573705891088,0.777777777777778,0.153431922197342,0,468
26,0,1,1,2,2,0.999999283804715,0.999998567609431,0,0.014,0,0.978180529402749,0.95906432748538,0.163181528449059,0,496
27,0,0.950592885375494,1,2,2,0.999999999968397,0.999999999936794,0.0544747081712063,-0.014,0,0.976477908134729,0.995876288659794,0.262514293193817,0,427
28,0,0.950592885375494,1,2,2,0.999999979210113,0.999999958420225,0.0544747081712063,-0.014,0,0.969265099492338,0.892783505154639,0.2157301902771,0,399
29,0,1,1,2,2,0.999999999803459,0.999999999606918,0,0.014,0,0.977823743022754,1,0.255080997943878,0,461
30,0,0.950592885375494,1,2,2,0.999999979445691,0.999999958891382,0.0544747081712063,-0.014,0,0.891961521582658,0.734020618556701,0.214128583669662,0,350
31,0,0.950592885375494,1,2,2,0.999999720566329,0.999999441132658,0.0544747081712063,-0.014,0,0.920622573906334,0.51340206185567,0.186024025082588,0,334
32,0,1,1,2,2,0.999996045679199,0.999992091358399,0,0.014,0,0.95614237054146,0.810916179337232,0.146082162857056,0,478
33,0,1,1,2,2,0.999999972205906,0.999999944411811,0,0.014,0,0.984314751886945,0.998050682261209,0.199382439255714,0,484
34,0,1,1,2,2,0.995636160569945,0.99127232113989,0,0.014,0,0.833044338644823,0.118908382066277,0.0969289392232895,0,464
35,0,0.950592885375494,1,2,2,0.999999999077454,0.999999998154907,0.0544747081712063,-0.014,0,0.988760332471059,0.997938144329897,0.228541970252991,0,453
36,0,0.950592885375494,1,2,2,0.999999928747862,0.999999857495725,0.0544747081712063,-0.014,0,0.969479009976297,0.971134020618557,0.204638808965683,0,449
37,0,1,1,2,2,0.999999998443519,0.999999996887037,0,0.014,0,0.987091972785056,1,0.232409060001373,0,476
38,0,1,1,2,2,0.999999999008493,0.999999998016987,0,0.014,0,0.989265182719389,1,0.237526044249535,0,474
39,0,1,1,2,2,0.99999999128972,0.999999982579439,0,0.014,0,0.987958078106279,0.996101364522417,0.214575543999672,0,467
40,0,1,1,2,2,0.999999852054698,0.999999704109397,0,0.014,0,0.96066401487799,0.920077972709552,0.18416753411293,0,459
41,0,1,1,2,2,0.999999999999918,0.999999999999835,0,0.014,0,0.961230638971087,1,0.348006814718246,0,385
42,0,0.950592885375494,1,2,2,0.999547487699742,0.999094975399484,0.0544747081712063,-0.014,0,0.882590407635705,0.371134020618557,0.113915450870991,0,469
43,0,0.950592885375494,1,2,2,1,1,0.0544747081712063,-0.014,0,0.960758730211508,1,0.394343823194504,0,315
44,0,1,1,2,2,0.999999921982126,0.999999843964253,0,0.014,0,0.966111107026196,0.941520467836257,0.186158031225204,0,475
45,0,1,1,2,2,0.999997945453999,0.999995890907997,0,0.014,0,0.999248679205461,0.906432748538012,0.151626691222191,0,501
46,0,1,1,2,2,0.999999782301951,0.999999564603903,0,0.014,0,0.954421112072731,0.713450292397661,0.183500900864601,0,389
47,0,1,1,2,2,0.999999920029891,0.999999840059782,0,0.014,0,0.978715125124844,0.978557504873294,0.189557418227196,0,475
48,0,1,1,2,2,0.999995844065541,0.999991688131082,0,0.014,0,0.961264602734367,0.771929824561403,0.141853779554367,0,489
49,0,1,1,2,2,0.99999999999997,0.99999999999994,0,0.014,0,0.95172603511664,1,0.353939265012741,0,349
50,0,0.950592885375494,1,2,2,0.99999999999139,0.999999999982781,0.0544747081712063,-0.014,0,0.952719926743953,0.995876288659794,0.278034090995789,0,419
51,0,0.950592885375494,1,2,2,0.999999928232646,0.999999856465291,0.0544747081712063,-0.014,0,0.985547927130619,0.952577319587629,0.183990612626076,0,459
52,0,0.950592885375494,1,2,2,0.999999999995707,0.999999999991413,0.0544747081712063,-0.014,0,0.97611816876259,1,0.284980535507202,0,428
53,0,1,1,2,2,0.999999997624169,0.999999995248338,0,0.014,0,0.992223600508433,1,0.227485492825508,0,478
