9,2,1,1,30,120,0,4,28,504,0,28,9,2,0,2,6,10,16,14,3,0
7,1,1,1,28,114,0,4,27,480,0,26,7,9,0,6,7,10,16,12,1,0
43,13,12,7,254,1494,0,27,53,41377,0,2298,43,0,0,17,20,39,146,108,25,0
6,1,1,1,16,55,0,5,10,290,0,16,5,1,1,2,7,4,10,6,1,0
40,3,1,2,334,2099,0,28,74,59167,0,3287,39,8,1,15,21,57,181,153,5,0
21,5,1,4,58,292,0,14,20,4196,0,233,20,24,1,6,17,16,31,27,9,0
43,9,7,7,186,1084,0,13,81,14482,0,804,43,1,0,16,14,43,104,82,17,0
24,6,4,4,111,569,0,19,29,11102,0,616,24,3,0,4,15,20,59,52,11,0
6,2,1,2,17,64,0,4,13,302,0,16,5,3,1,2,8,6,10,7,3,0
15,3,3,1,59,305,0,11,26,3507,0,194,15,8,0,5,18,18,36,23,5,0
21,4,1,1,42,178,0,11,16,1962,0,109,21,0,0,1,11,8,26,16,7,0
12,2,1,2,46,184,0,11,16,2024,0,112,12,0,0,0,8,8,24,22,3,0
17,4,1,3,64,289,0,11,25,3229,0,179,17,0,0,0,10,13,35,29,7,0
26,5,1,5,86,460,0,10,43,4917,0,273,26,18,0,14,15,26,49,37,9,0
28,7,5,7,125,694,0,15,43,11016,0,612,28,7,0,8,17,30,69,56,13,0
103,19,6,7,716,4670,0,43,106,205454,1,11414,101,37,2,31,19,73,378,338,37,0
13,4,1,4,60,291,0,10,27,3078,0,171,12,0,1,2,13,16,34,26,7,0
13,3,1,3,60,263,0,27,9,7115,0,395,12,0,1,0,14,7,33,27,5,0
128,19,1,3,494,3310,0,50,65,168007,1,9333,107,62,21,34,34,70,285,209,37,0
3,1,1,1,7,19,0,2,9,39,0,2,3,4,0,1,4,3,4,3,1,0
13,3,1,1,58,262,0,15,16,4150,0,230,13,6,0,4,12,11,29,29,5,0
14,2,1,2,61,293,0,7,37,2280,0,126,14,8,0,9,10,18,33,28,3,0
69,13,7,8,378,2441,0,26,90,65518,0,3639,68,34,1,26,22,66,217,161,25,0
58,6,1,3,314,1961,0,20,98,39236,0,2179,58,17,0,18,16,60,164,150,11,0
22,5,3,1,111,555,0,28,19,15698,0,872,21,4,1,6,18,14,67,44,9,0
31,7,5,4,125,665,0,30,21,20219,0,1123,27,21,4,19,21,19,70,55,13,0
14,2,1,1,50,226,0,10,22,2280,0,126,14,1,0,7,11,12,28,22,3,0
20,9,9,4,115,616,0,19,31,12054,0,669,20,5,0,11,18,23,65,50,17,0
8,3,1,3,57,279,0,11,24,3181,0,176,8,0,0,0,14,16,31,26,5,0
21,6,5,6,110,585,0,15,39,8781,0,487,21,7,0,9,15,25,60,50,11,0
3,1,1,1,7,19,0,2,9,39,0,2,3,0,0,0,4,3,4,3,1,0
6,1,1,1,23,92,0,5,18,460,0,25,6,7,0,2,8,8,13,10,1,0
33,9,1,6,96,484,0,10,48,4842,0,269,33,5,0,13,11,22,56,40,17,0
8,2,1,1,18,70,0,5,13,369,0,20,8,0,0,1,9,6,11,7,3,0
36,17,14,7,196,1133,0,37,30,42020,0,2334,34,0,2,2,25,30,107,89,33,0
7,3,3,3,24,98,0,5,19,496,0,27,7,1,0,1,9,8,15,9,5,0
6,1,1,1,19,68,0,8,8,544,0,30,6,0,0,0,8,4,11,8,1,0
152,21,4,5,430,2850,0,33,85,94929,0,5273,150,62,2,39,26,73,243,187,41,0
22,5,5,4,100,535,0,14,36,7779,0,432,22,0,0,13,17,24,59,41,9,0
199,58,1,2,1079,7184,0,55,129,398853,2,22158,199,0,0,16,18,83,567,512,115,0
7,1,1,1,31,129,0,4,31,534,0,29,7,9,0,5,7,11,18,13,1,0
13,10,6,5,85,404,0,20,19,8269,0,459,13,0,0,1,14,13,47,38,19,0
8,1,1,1,31,111,0,7,15,777,0,43,8,0,0,0,7,5,21,10,1,0
24,4,1,4,109,602,0,16,37,9725,0,540,24,1,0,9,20,26,67,42,5,0
