Row,z_1,z_2
1,0.904538294857711,0.822473771299804
2,2.1537005738172,-4.98169719179335
3,1.20244274426216,-4.26886034640711
4,2.26351544765738,-5.18928273246404
5,-0.889515335534377,3.48668666149582
6,1.04761578520673,-3.84216320677913
7,-0.0760914754647002,-1.12477871106754
8,1.68292554775129,-1.71233105693295
9,-1.74950011460526,1.63165818635753
10,1.29113910119449,-0.507599333748231
11,-0.390865664835796,-1.22952999029493
12,0.797166053716643,-3.52166354450161
13,-1.2663593278152,4.05274367021618
14,-0.175232725472325,-1.7838119043779
15,2.86094836706681,-4.02459018185972
16,0.0902436048932748,2.15491308602104
17,2.56067094358961,-4.57422318179241
18,2.87431685452653,-4.62893998097678
19,-1.24672739345941,3.92209431673128
20,-2.28636903120014,2.37936515116718
21,0.373265591168308,0.881999781222699
22,3.204931003771,-4.20456958347422
23,-0.819576538523593,-0.330176607343644
24,-1.83067135751198,1.81066575609233
25,-2.40358165858221,2.51683161511731
26,0.259022913715476,-1.6610591545927
27,-1.12856387930286,3.93779363995175
28,2.07703569635877,-1.72625895881018
29,2.01511911557074,-5.18863145458674
30,1.36127117430499,-4.2662185339756
31,0.0150648380730986,2.23826422297793
32,1.75985918483388,-1.23247259763169
33,2.1714412599108,-5.04057598792998
34,-2.48346553535818,2.60184597862517
35,2.29436085791302,-2.12743801690333
36,1.13775133810723,-4.05862161900075
37,-0.0282418516031272,2.32294958654172
38,-0.968717227288753,3.72122211492037
39,-0.1159873463967,2.46055495522039
40,-0.0512008736853936,1.87496396844278
41,-0.956994198306251,0.294411296905052
42,0.568461000495602,0.970925424272675
43,-0.1573738475556,1.49823284036336
44,-0.752769162835073,3.42365402864682
45,-1.34471528677242,4.1262383378911
46,-0.8423203149481,3.47842105690009
47,-1.2539893245714,3.97780198445625
48,-0.0430047271529266,-1.20630519329091
49,-1.11640293713916,3.86062200447578
50,0.9710879352512,0.373675029084507
51,-1.17320148439333,3.95275978649006
52,1.62687278338631,-4.69557590649422
53,-0.876690641017321,3.36114107739298
54,-2.18784548800059,2.27143828771847
55,-1.33165119714121,4.1064481954925
56,2.0533042915173,-5.49283389262429
57,-0.413403418571059,-0.648650731392552
58,1.26742877290972,-0.397963196321383
59,-0.986991843476297,3.62680382404241
60,1.92444789620339,-2.42402976109844
61,-1.14626861024989,3.96045570415022
62,2.31579889695004,-2.20671238997921
63,0.932306075400596,0.755190404474501
64,-0.817044619686478,3.49588037927537
65,2.2458762875056,-2.04474395293087
66,-1.19849843567871,0.0461607387395302
67,-2.4453354859275,2.56231693897762
68,-0.967806302956991,3.51560992341238
69,-0.156653756700286,-1.04665087990964
70,3.012593334568,-4.71270970946496
71,-0.161339289521772,-1.74837123409785
72,1.75872527083924,-1.20866688124593
73,-1.08927593969034,-0.192156294060651
74,1.89890267276039,-5.03428415636113
75,2.21690620750198,-5.28346176013848
76,0.0392932487215823,2.154260022568
77,-2.39959628671608,2.52957973435945
78,-1.3729888357232,0.3671819753205
79,0.489827086293472,-2.89092217320519
80,-0.145008403284495,-1.88653957201814
81,-1.23676466475123,4.05980137059848
82,0.0617733312325427,1.02743800915478
83,-1.42029816213239,0.987015714420731
84,-0.161835115522312,-1.51546707103587
85,-0.9582539519899,0.477451144848646
86,-2.34637844555404,2.49364996402855
87,2.19039999673489,-2.80346267623385
88,1.27248278376608,-3.48415027155643
89,-0.0558940180628247,1.88286084534204
90,2.96006492384036,-4.63479342126891
91,-0.113757605636677,1.75009426754646
92,0.419432805474317,1.24961071035785
93,0.454927310954993,0.769436667467037
94,-0.835370697634344,-0.771803742778612
95,2.3388475457783,-2.98113256452732
96,0.082430219742639,1.44855659280834
97,1.82476402800685,-1.46707338264067
98,-0.54795175693434,-0.364297699113671
99,-1.20061382472747,3.97010597176481
100,-0.997725934061231,3.75278176062304
101,-1.92365079860228,0.987033084960053
102,-0.675093705684344,3.19918735301972
103,-0.862949435681055,0.107869354606287
104,0.895291023060576,0.436758786656598
105,0.1193737248501,1.39570976353949
106,1.17726368620403,-0.309846373246121
107,-1.26007129515968,4.03322307933366
108,-2.00863098020538,1.10860644045147
109,0.908784196719936,-3.59410814037314
110,-0.730320618620075,3.39079669294588
111,0.236207995801381,0.913808747829036
112,-0.824766890900951,3.48343492200296
113,1.92195745596564,-5.21139811937621
114,1.45001894390078,-3.76738152192982
115,1.98179685709669,-1.64274358860146
