Row,z_1,z_2
1,-0.19606313723806,1.17443024381853
2,0.291296122947545,-1.32537310640776
3,0.201550675632386,2.14678063950566
4,0.904852628985992,-1.75341819910911
5,-0.7269177553529,1.18721313605401
6,0.77275069124251,-2.00089619398495
7,0.277197731706908,0.198129107942111
8,1.94124378338272,0.703128430015052
9,0.307322483252736,0.900297877878252
10,0.669121695591754,0.0535064201913741
11,1.59331631818338,1.47626730069865
12,-0.0659201151101497,-1.13555742749516
13,-0.0247493218919831,-1.40091465060169
14,1.27323479247897,2.60234417239871
15,-0.596552937901632,0.049445757854176
16,-0.330226166064697,-1.44618046351317
17,1.40453693465721,2.25610587209346
18,-1.29740851309881,1.07396080510355
19,-0.223948537866275,-0.533099450215147
20,0.256918113503467,-1.85351987604244
21,-0.874152952562089,0.059403135449909
22,0.732116740021266,-2.07269175736111
23,1.45530847818058,-1.75053888784643
24,1.12566849181995,-1.5883103118588
25,-1.02293252920258,0.461905458965726
26,0.225815710221534,2.12057677404027
27,-0.570330943286521,0.136607376112141
28,-0.265043299287712,-0.345939047872628
29,-0.940071104101911,0.644419926051376
30,0.311836894430159,-1.10690298673172
31,-1.41424717238442,0.878231052791878
32,1.94826808992529,0.589993239884132
33,-0.800193907989551,-0.184775649717635
34,0.639549319481784,-0.294940311820391
35,-0.929845418236462,0.19440812725628
36,-0.0484553426131596,-0.679038211299277
37,0.261477263018124,-0.855675017266625
38,-0.989764396840341,0.381802513265409
39,-0.357856042060455,-0.420945121501356
40,-0.0484825537620362,-1.26298902319876
41,0.567428511245565,0.106883161435615
42,-0.0531298783509285,0.911308277665363
43,0.960672599416916,-2.22160429291229
44,-0.979279140105177,0.541403562778537
45,0.214456676517368,0.976139089392339
46,0.145393203585431,0.834870069090931
47,0.261240685152511,0.677982737947181
48,-0.288084417645423,-1.60306912359416
49,-0.187145401556548,-0.305665730368993
50,-0.155190268325523,-1.35214201436809
51,-0.632149814456375,1.48100402766281
52,0.68438419904835,-0.0530172723566806
53,-1.33275790188213,1.17500426319955
54,0.112357773664635,-2.11654663872845
55,0.313151773266152,0.575568221749443
56,0.594792421694644,-0.0676421515321146
57,-0.0325368625237534,-0.714841708180476
58,-0.495433195337465,-0.53676339996401
59,1.43191313830674,-1.71696789947579
60,0.534736774794582,-1.69664741152643
61,-1.08696555809095,0.494348095324285
62,-0.15472845862292,0.954725038863287
63,-1.26468876299377,0.941713292348869
64,-0.0237767110401417,-1.3759596615455
65,0.29951150920924,1.21739166684529
66,0.706271928038128,-0.30029890213139
67,-1.12653850582622,0.480590805094899
68,-0.258434628560757,-1.038641381452
69,-0.266484629328982,-0.0319215644039827
70,0.456084127174356,-2.17336084856115
71,1.75406833481124,1.22421331884056
72,0.21238879533926,1.96223976453785
73,-0.561665084203587,0.151628782266681
74,0.568362617401182,0.140369623267235
75,0.0329949433908803,-0.731928352710487
76,0.440234803195063,0.452668166125239
77,-0.387329335861605,-0.163113583625967
78,-1.0032948120375,0.291900265482832
79,0.0825347293212577,0.133601184354157
80,0.442446857820318,0.147110588803944
81,0.457898550231086,1.41375084701611
82,-0.210975639112041,-1.79979573608619
83,-0.56397765917352,1.57381633288298
84,0.463041700704758,1.55776920662
85,0.796201593935704,-0.272971556368713
86,-0.408094465841842,0.962197388187393
87,1.58061857048513,-1.42523455741987
88,2.37131783954924,-0.136777390589058
89,0.108508143756796,0.653848219919417
90,0.0754411429631867,-1.79890435959967
91,-0.087565202832476,-1.19348686985853
92,-0.627588383755903,1.02597822361039
93,-0.123520622810986,1.09372120245628
94,-0.0597694420728462,-2.16361321253618
95,-0.0581963953128422,1.0848479589509
96,0.421307769058139,-2.01527063775913
97,0.278611516600732,0.778044941364709
98,-0.734670307030252,-0.212389884502536
99,-0.991765044509398,0.312745775314488
100,1.08749946135528,-1.32171365675681
101,1.26724336181149,-1.43982777144942
102,0.292432403985491,1.72435697327764
103,0.5748582664149,-2.00204939524724
104,-0.443226068626378,1.25754683493955
105,-0.212344942978382,0.959958736358581
106,-1.01116411622365,0.146770871692969
107,0.804209055686623,-0.121075082851248
108,-0.536626573274404,0.117935452748268
109,0.184063941712471,0.730986236841517
110,1.28406653908411,-1.48291220328348
111,-0.480493028103151,1.57586848287389
112,0.911441431997355,-0.114122528450413
113,1.22680438390722,2.60732281636079
114,-1.19724548183434,0.835519231910702
115,1.10057374384726,-0.614588502725004
116,0.120462789599915,-1.54665095076461
117,1.18812625932136,2.69326205345627
118,1.46370142120948,-1.92087601584191
119,-0.694290938205725,-0.16189381157409
120,0.55744665939321,-0.0506303960362669
121,-0.348831229643287,-0.75167924525932
122,1.00844623022515,-1.37105101110644
123,0.682689514324648,-0.198594302747913
124,-1.37303618226547,0.947822526635574
