V1,V2,class
0.534848568495363,0.783036800101399,2
-0.192102681845427,0.15215585287660402,1
0.812576812691987,-0.49397430382669,1
0.413753609173,0.0488304202444851,2
0.8698473414406179,0.8977713431231679,2
-0.13995873183012,0.0163952014409006,1
0.28798591066151896,0.46285290736705104,2
0.9267286462709309,-0.163950680289418,1
0.27758312504738597,-0.9134336356073621,1
0.511877727694809,-0.25848169112578,1
0.9149722121655941,-0.345437563490123,1
-0.155353484675288,0.6851121275685731,1
-0.886622022371739,-0.0851160380989313,2
0.954813324846327,-0.8987833713181321,1
-0.985195416025817,0.6700073191896079,1
-0.090887623373419,-0.6658586431294681,2
0.962777236010879,-0.65820674225688,1
-0.46973663521930603,-0.6635026517324151,2
-0.37409167317673603,0.30197652289643895,1
-0.533753154333681,-0.030811719596386,2
-0.620804635807872,0.9308421742171049,1
-0.791297682095319,0.008465825114399191,1
0.0248245387338102,-0.968005890026689,1
0.0766622880473733,-0.297527251299471,1
-0.818052764050663,0.9309355686418709,1
0.82102996436879,-0.537540850695223,1
-0.9780196771025659,0.522451603319496,1
-0.620487143751234,0.228523012716323,1
-0.47869421355426295,0.6756397583521899,1
-0.9729709671810269,0.10139484284445599,1
-0.8331355741247529,-0.9226946355775,2
0.907814000267535,-0.14032979868352402,1
-0.9978432208299641,-0.34578485693782596,2
0.218531695194542,-0.48168327054008797,1
-0.722916915081441,0.9407741278409959,1
-0.80677968589589,0.18920429283753,1
0.600526673719287,0.161603647749871,2
-0.7829349609091879,0.9254662320017809,1
-0.20002554077655102,0.588970993645489,1
-0.631400565616786,-0.06199438776820901,2
0.196122790221125,0.7773244725540279,2
0.33392861392349,0.539223653264344,2
0.603058150969446,0.0283562722615898,2
-0.587226723786443,-0.26332085346803097,2
0.235710044857115,-0.7693767240270971,1
0.282555968966335,0.7301373439840971,2
0.21439340477809302,-0.630137887783349,1
-0.145549412351102,-0.9636318492703141,2
0.7579216780141,0.238029862288386,2
-0.14358490658923997,-0.23225633101537801,2
0.734191565774381,0.8092581038363279,2
0.182922969572246,-0.910055078100413,1
-0.537450310774148,-0.639643081929535,2
-0.0269127120263875,-0.308937317691743,2
0.296647502109408,-0.54243194963783,1
0.232310547493398,-0.588178838603199,1
-0.9067599321715529,0.25641354592517,1
-0.772224441170692,-0.23179523367434698,2
0.0194150824099779,0.410783617757261,2
-0.876078731846064,0.0928033045493066,1
-0.48927750764414707,-0.750235020648688,2
0.352006849832833,0.40810784231871394,2
-0.7129839910194279,-0.646121966652572,2
-0.905147836077958,-0.0772906518541276,2
0.978517497889698,0.883091702125967,2
0.18689761077985198,0.7069865055382251,2
-0.47227625176310495,-0.878928705118597,2
-0.249680117703974,0.8261012760922309,1
0.739981034304947,0.26718930527567897,2
-0.378072168212384,-0.0341850011609495,2
